,Label
"આમ આદમી પાર્ટી ની #પરિવર્તન_યાત્રા થી ગભરાયેલી ભ્રષ્ટ ભાજપે કચ્છ ના માંડવી ખાતે પોલીસને આગળ કરી ""આપ""ની યાત્રા ને રોકવાના પ્રયાસ કર્યો પરંતુ ""આમ આદમી પાર્ટી""ના નીડર અને ઈમાનદાર કાર્યકરો એ કિસાન પ્રમુખ @RajubhaiKarpad1 જીની આગેવાનીમાં ગાંધીચિંધ્યા માર્ગે યાત્રા યથાવત રાખી.! https://t.co/fbhZEEVWCU",Non-hostile
"દિલ્લીમાં કોઈપણ દુર્ઘટના બને એટલે દોષનો ટોપલો કોર્પોરેશન પર નાખી દેવાનો, ગુજરાતમાં પોતાની જ પાર્ટીમાં કંઈ ડખ્ખો થાય એટલે દોષનો ટોપલો BJP પર નાખી દેવાનો,🙄

એટલે જ ગુજરાત ની જનતા આમ આદમી પાર્ટી અને કેજરીવાલ ને મહાઠગ કહે છે",Non-hostile
આમ આદમી પાર્ટી ચંડીગઢ નો MAL વિવાદમાં આવ્યો ચૂંટણી વખતે તેની ઉપર પોલીસ કેસ થયા તે છુપાવિયા શું આમ આદમી પાર્ટીમાં આવાજ ભરીયા છે.AAP ઠગ પાર્ટી છે. https://t.co/hI8XCkX5lg,Non-hostile
"પરિવર્તન યાત્રા દિવસ - ૩

સિદ્ધપુર થી નીકળેલી @AAPGujarat ની #પરિવર્તન_યાત્રા વડાપ્રધાન શ્રીના વતન વડનગર ખાતે પહોંચી, ખુદ વડાપ્રધાન ના ગામની જનતા મોંઘવારી થી ત્રસ્ત છે, લોકો બદલાવ ઈચ્છી રહ્યા છે, આમ આદમી પાર્ટી ની વિચારધારા થકી પરિવર્તન શક્ય છે એવો ગ્રામજનો નો મંતવ્ય છે. https://t.co/wSaFkI4CmC",Non-hostile
"જનતાને વિશ્વસ્તરીય મફત શિક્ષણ અને આરોગ્ય સેવા, ભ્રષ્ટાચાર મુક્ત વાતાવરણ, ખેડૂતો પૂરતું પાણી અને સન્માન, મહિલાઓ માટે ભયમુક્ત વાતાવરણ યુવાઓ માટે રોજગાર વગેરે જનતાનાં મુદ્દાઓ માટે આમ આદમી પાર્ટી પહેલા પણ સંઘર્ષ કરી રહી હતી, કરી રહી છે અને કરતી રહેશે.

#પરિવર્તન_યાત્રા https://t.co/NFar10VdXh",Non-hostile
"AAP ની #પરિવર્તન_યાત્રા થી ગભરાયેલી ભ્રષ્ટ ભાજપે કચ્છ ના માંડવી ખાતે પોલીસને આગળ કરી @AAPGujarat ની રેલી ને રોકવાના પ્રયાસો કર્યા પરંતુ ""આમ આદમી પાર્ટી""ના નીડર અને ક્રાંતિકારી કાર્યકરો એ ગાંધીચિંધ્યા માર્ગે જબ્બર પ્રતિકાર કરી રેલી યથાવત રાખી..

@RajubhaiKarpad1 @kailashkgadhvi https://t.co/58jRr5V8u5",Non-hostile
34 દહેગામ વિધાનસભાન તાલુકા મા ( *કડજોદરા ના પેટા પરુ જેસા ના મુવાડા*) ગામ મુકામે આમ આદમી પાર્ટી દહેગામ ટીમ પ્રભારી ની આગેવાનીમાં ડોર ટુ ડોર પ્રચાર કરવામાં આવ્યો અને રાત્રી દરમિયાન જન સંવાદ @Gopal_Italia @SandeepPathak04 @isudan_gadhvi https://t.co/3ru4PdZG1h,Non-hostile
"#પરીવર્તન_યાત્રા 
આમ આદમી પાર્ટી દ્રારા ગુજરાત ના અલગ અલગ વિસ્તાર મા થી પરિવર્તન યાત્રા સરું કરવામાં આવી તેનો આજે બીજો દીવસે ગુજરાત ના અલગ અલગ વિસ્તાર મા પરિવર્તન યાત્રા ફરી રહી છે અને ગુજરાત ની જનતા નો ખુબ સારો પ્રતિસાદ મળી રહ્યો છે અને લોકો મોટા પ્રમાણ મા આપ સાથે જોડાઈ રહ્યાછે https://t.co/ndDk0ku5Mj",Non-hostile
"માંડવી વિધાન સભા ની તૈયારી સાથે ઈમાનદાર આમ આદમી પાર્ટી. 
આમ આદમી પાર્ટી.
ગુરવ. 
સોનગઢ, 
તાપી,
ગુજરાત 
9638904791 https://t.co/GssZIi5Hfz",Non-hostile
"#પરીવર્તન_યાત્રા 
#આમ_આદમી_પાર્ટી... 🔵🔵🔵
આજ રોજ બીજા દિવસે આમ આદમી પાર્ટી ની પરિવર્તન યાત્રા રાત્રી વિરામ બાદ આમ આદમી પાર્ટી ના પદાધિકારી અને કાર્યકર્તા મિત્રો યે રાસ ગરબા રમીને અને ભજન સત્સંગ કરીને વિરામ કર્યો... https://t.co/vWZC4CXDZT",Non-hostile
આજરોજ દાણીલીમડા વિસ્તારમાં આમ આદમી પાર્ટી ગુજરાત ના મહિલા સંગઠનના અધ્યક્ષા શ્રીમતી @GauriDesaiAAP તથા સ્થાનિક મહિલા સંગઠન ના પ્રયાસોથી આમ આદમી પાર્ટી ની વિચારધારા સાથે લોકોને જોડવામાં આવ્યાં..! https://t.co/SSBwI1d83p,Non-hostile
"પહેલા જ કીધું તુ પરિવર્તન નક્કી છે, ભાજપ ની હાલત કંગાળ , જાહેરમાં બોલતા પણ ડરી રહી છે ભાજપ 💪💪

@CYSSAAPGujarat @AAPGujarat @HasanSafin @NikhilSavani_ @Gopal_Italia @manoj_sorathiya @isudan_gadhvi https://t.co/LJm1ucYNRR https://t.co/e9i5W9I3mJ",Non-hostile
"આજરોજ આમ આદમી પાર્ટીના પ્રદેશ નેતા શ્રી કૈલાશભાઇ ગઢવી ,આમ આદમી પાર્ટી કિસાન સંગઠન ના પ્રદેશ અધ્યક્ષ શ્રી રાજુભાઇ કરપડા એ #પરિવર્તન_યાત્રા વખતે જેમના આશિર્વાદ વગર ચારધામ ની યાત્રા અધૂરી ગણાય છે એવું મહત્વ નું ધાર્મિક સ્થાન એવા નારાયણ સરોવર તેમજ કોટેશ્વર મહાદેવ ના દર્શન કર્યા. https://t.co/a36IqOv9d3",Non-hostile
"માંડવી વિધાન સભા ની તૈયારી સાથે ઈમાનદાર આમ આદમી પાર્ટી. 
આમ આદમી પાર્ટી.
ગુરવ. 
સોનગઢ, 
તાપી,
ગુજરાત 
9638904791 https://t.co/ANjqnm1GEZ",Non-hostile
"એક મોકો આ બાળકો ના ભવિષ્ય ને..
એક મોકો #આમ_આદમી_પાર્ટી ને ....
#એક_મોકો_કેજરીવાલને ... https://t.co/bQmXzxWo31",Non-hostile
આજરોજ #પરિવર્તન_યાત્રા દરમ્યાન દ્વારકા જિલ્લાના જામસલાયા ગામમાં 50થી વધુ સામાજિક આગેવાનો તથા નવયુવાનો લોકલાડીલા નેતા @isudan_gadhvi જી તથા વશરામભાઈ સાગઠિયા જીના હસ્તે ઈમાનદાર 'આમ આદમી પાર્ટી'મા જોડાયા. https://t.co/QGPRO6P2YB,Non-hostile
,Non-hostile
આગળ જતાં હજું હાર્ટ પણ ફેલ થશે સત્તા હાથ માં થી જય રહી છે હાર્ટ ફેલ થવાનું યે પાક્કું છે આમ આદમી પાર્ટી પરિવર્તન જરૂર લાવશે ગુજરાત મા યે હવે ભાજપ ને પણ ખબર પડી ગઇ છે અટકે અત્યાર થી બીપી ઘટવા માંડ્યું છે...,Non-hostile
